filename,track_id,track_name,artists,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
blues.00022.wav,0D4XePeyNcXLjaj34Hq4LL,Ramblin' On My Mind,Robert Johnson,28,172160,FALSE,0.687,0.173,10,-11.777,1,0.109,0.909,0.00233,0.109,0.232,102.053,blues
blues.00023.wav,7cu4B7O5wgLBA0TK7W2QXa,Stones In My Passway,Robert Johnson,25,148973,FALSE,0.673,0.136,4,-14.08,0,0.048,0.981,0.000513,0.168,0.486,98.27,blues
blues.00024.wav,3pS6HIZimRIBMrQU6vRfpp,Traveling Riverside Blues,Robert Johnson,32,167666,FALSE,0.721,0.0908,8,-14.334,0,0.0815,0.936,0.000795,0.365,0.335,110.684,blues
blues.00025.wav,6bCRNn6NPpRH20e602Tp1t,Milkcow's Calf Blues,Robert Johnson,23,141653,FALSE,0.679,0.0432,10,-19.688,1,0.0603,0.96,3.93E-05,0.206,0.526,90.398,blues
blues.00026.wav,1QCUrXrY1qlxRhL3a9LYCA,Me and the Devil Blues,Robert Johnson,43,154666,FALSE,0.717,0.111,11,-13.805,1,0.0873,0.931,0.000163,0.107,0.15,82.181,blues
blues.00027.wav,2KkJj006V93x8d9dXpgmIg,Hellhound On My Trail,Robert Johnson,30,154466,FALSE,0.546,0.169,6,-13.852,0,0.0377,0.976,3.15E-05,0.133,0.549,96.297,blues
blues.00028.wav,3pS6HIZimRIBMrQU6vRfpp,Traveling Riverside Blues,Robert Johnson,32,167666,FALSE,0.721,0.0908,8,-14.334,0,0.0815,0.936,0.000795,0.365,0.335,110.684,blues
blues.00029.wav,7A5u044OJbZy4oRa9QADZM,House Carpenter,Kelly Joe Phelps,13,403493,FALSE,0.523,0.25,9,-13.075,0,0.0463,0.809,0.00613,0.109,0.538,114.657,blues
blues.00030.wav,74xCyepYfLqzBC6MJ2uX3D,River Rat Jimmy,Kelly Joe Phelps,17,212506,FALSE,0.435,0.187,0,-16.349,0,0.0378,0.897,0.00112,0.129,0.629,110.121,blues
blues.00031.wav,2eq9XeW4Vf408lGRY19pbE,Hobo's Son,Kelly Joe Phelps,11,247000,FALSE,0.448,0.214,2,-14.509,1,0.0358,0.897,0.00179,0.11,0.448,114.119,blues
blues.00032.wav,4mndSeQq2OdYDeguEvVLGf,Katy,Kelly Joe Phelps,9,373000,FALSE,0.481,0.163,5,-14.365,1,0.0462,0.726,0.000171,0.107,0.48,92.305,blues
blues.00033.wav,2d8i139Uoj9wQUmSoOOvnD,Wandering Away,Kelly Joe Phelps,12,305000,FALSE,0.453,0.137,5,-16.144,1,0.0394,0.892,0.00027,0.105,0.557,157.279,blues
blues.00034.wav,1tNsjuyFy46e5hbsmP08Zr,Dock Boggs Country Blues,Kelly Joe Phelps,9,383000,FALSE,0.538,0.228,2,-13.739,1,0.0364,0.844,0.002,0.133,0.554,93.852,blues
blues.00035.wav,6XE9RqQPlwIbdlglXcfji7,Capman Bootman,Kelly Joe Phelps,7,295000,FALSE,0.459,0.296,3,-14.104,1,0.0319,0.855,0.0292,0.0942,0.38,130.58,blues
blues.00036.wav,6x7pIkb5aGW2urs9AXyrkW,Train Carried My Girl from Town,Kelly Joe Phelps,11,265493,FALSE,0.468,0.239,5,-13.909,1,0.0388,0.906,0.00142,0.106,0.36,116.968,blues
blues.00037.wav,51jGgGwSpkMewpehC1NB78,Piece By Piece,Kelly Joe Phelps,7,390506,FALSE,0.614,0.0955,0,-15.196,0,0.0568,0.735,0.00641,0.109,0.364,108.257,blues
blues.00038.wav,13XepRQZ3oXvzdNGoDc714,Many a Time,Kelly Joe Phelps,7,255000,FALSE,0.46,0.228,8,-14.642,1,0.0337,0.84,0.0254,0.112,0.407,128.19,blues
blues.00039.wav,0zQjZ1m59VcLaeVJsvcFYK,Goodnight Irene,Kelly Joe Phelps,25,339600,FALSE,0.513,0.0528,5,-18.164,1,0.0395,0.915,0.000958,0.0929,0.45,117.95,blues
blues.00040.wav,5MVMARaMoclifNmBtPu0dD,Love Struck Baby,Stevie Ray Vaughan & Double Trouble,54,141933,FALSE,0.548,0.874,8,-10.147,1,0.0463,0.279,0.0463,0.173,0.966,172.129,blues
blues.00041.wav,1a2iF9XymafjRk56q7oCxo,Pride and Joy,Stevie Ray Vaughan & Double Trouble,66,219586,FALSE,0.427,0.626,8,-11.821,1,0.0385,0.0274,0.00395,0.106,0.743,126.877,blues
blues.00042.wav,5MtN38MGEWJt60LwtBmFNP,Texas Flood,Stevie Ray Vaughan & Double Trouble,57,320906,FALSE,0.256,0.423,6,-11.994,1,0.035,0.000788,0.402,0.25,0.441,173.27,blues
blues.00043.wav,5c4m2ddmFaGhOnqZqvvnic,Tell Me,Stevie Ray Vaughan & Double Trouble,40,167760,FALSE,0.633,0.68,1,-10.66,0,0.0387,0.214,0.0366,0.168,0.961,128.479,blues
blues.00044.wav,74OpRjJrrCDj1IpvnYml0T,Testify,Stevie Ray Vaughan & Double Trouble,41,201640,FALSE,0.42,0.828,1,-13.161,1,0.0387,0.00656,0.739,0.38,0.902,102.883,blues
blues.00045.wav,03NejRMxYMMCFo2Ylsia6l,Rude Mood,Stevie Ray Vaughan & Double Trouble,45,279400,FALSE,0.472,0.942,10,-14.562,0,0.051,0.109,0.859,0.155,0.757,131.202,blues
blues.00046.wav,0nFZ2HQRnIxiwraCm2X6Uq,Mary Had a Little Lamb,Stevie Ray Vaughan & Double Trouble,61,166960,FALSE,0.678,0.493,8,-13.782,1,0.0302,0.0882,0.153,0.264,0.914,122.627,blues
blues.00047.wav,66mtQ5mRlw7ys2NJCkdJhz,Dirty Pool,Stevie Ray Vaughan & Double Trouble,40,300653,FALSE,0.325,0.395,1,-11.709,0,0.0295,0.573,0.0483,0.131,0.531,146.506,blues
blues.00049.wav,0h4jHdNzUrV9eGR2PT5R8c,Lenny,Stevie Ray Vaughan & Double Trouble,55,297373,FALSE,0.513,0.171,8,-17.904,1,0.0422,0.775,0.458,0.139,0.321,118.461,blues
blues.00050.wav,41tzwkPkf0U4P0322wGrF5,What's Wrong,Magic Slim,10,257093,FALSE,0.461,0.874,6,-6.733,0,0.133,0.15,0.0866,0.0541,0.726,138.162,blues
blues.00051.wav,1bSfLQJGpoA7OBBGR6eHTI,Snakebite,Magic Slim & The Teardrops,4,158733,FALSE,0.309,0.942,9,-7.318,1,0.16,0.0773,0.511,0.257,0.614,198.681,blues
blues.00052.wav,5vx6Na0e3V7sRbAtnNSNrd,Please Don't Dog Me,Magic Slim,15,411266,FALSE,0.502,0.458,0,-8.538,1,0.0384,0.392,0.193,0.283,0.534,158.749,blues
blues.00053.wav,2dKryQfKSMJqYHXaWZSeK9,Key to Your Door,Magic Slim & The Teardrops,1,204533,FALSE,0.603,0.802,1,-6.173,1,0.0332,0.228,0.0187,0.333,0.897,102.572,blues
blues.00054.wav,1S0IIeauXxfMqe9RFTbzB6,Shake It,Magic Slim & The Teardrops,8,206280,FALSE,0.381,0.92,2,-4.275,1,0.0899,0.601,6.26E-05,0.754,0.756,173.735,blues
blues.00055.wav,75kZWW2Zgc4vX03fl8ipk8,I Ain't Looking for No Love,Magic Slim & The Teardrops,1,204933,FALSE,0.548,0.843,5,-7.814,0,0.0861,0.234,0.106,0.335,0.647,134.059,blues
blues.00056.wav,7doiV0ZLz8neBpNvMFCFQD,Country Boy,Magic Slim & The Teardrops,6,338440,FALSE,0.415,0.601,11,-6.894,0,0.0276,0.0561,0.109,0.323,0.668,166.345,blues
blues.00057.wav,1pXGUn8qzA81ysNjLQGHiD,Lump On Your Stump,Magic Slim & The Teardrops,2,267866,FALSE,0.734,0.784,11,-6.766,1,0.0412,0.237,0.0196,0.0559,0.96,94.256,blues
blues.00058.wav,4RRXXZZvSlimO80MTIl1HD,Lonesome Trouble,Magic Slim & The Teardrops,1,288026,FALSE,0.644,0.754,6,-5.907,1,0.0555,0.551,0.00251,0.153,0.643,107.095,blues
blues.00059.wav,10fDMMPTme62ywDWJhJuMp,The Man You Need,Magic Slim & The Teardrops,9,246080,FALSE,0.622,0.906,0,-4.22,1,0.0714,0.619,0.00872,0.776,0.85,106.758,blues
blues.00060.wav,58gazHHfG1NlfbduaXJVkk,Mind Your Own Business,Magic Slim & The Teardrops,11,296040,FALSE,0.665,0.876,2,-5.266,1,0.0564,0.273,0.0652,0.718,0.953,121.879,blues
blues.00061.wav,0pgep2XqOw4cR9IWtUs51R,Boppin' The Rock,Clifton Chenier,29,141000,FALSE,0.683,0.865,2,-9.074,0,0.128,0.789,0.187,0.289,0.9,125.398,blues
blues.00062.wav,3M4KKLnPHjP0vhHMCzhcgS,The Things I Did For You (Take 1),Clifton Chenier,14,170200,FALSE,0.831,0.358,11,-8.581,0,0.0564,0.548,5.80E-05,0.0921,0.875,107.822,blues
blues.00063.wav,31hB4AVozcTIdttYi6zmHv,Yesterday (I Lost My Best Friend) [Take 4],Clifton Chenier,3,168466,FALSE,0.63,0.34,0,-12.139,0,0.0453,0.759,6.00E-06,0.23,0.778,90.415,blues
blues.00064.wav,5g7OZHXWyETwQeOmhrKWQM,Squeeze-Box Boogie,Clifton Chenier,21,116706,FALSE,0.551,0.629,7,-10.783,0,0.44,0.8,8.83E-05,0.0799,0.841,153.568,blues
blues.00066.wav,46KVTKadYmzfwAr5l2Wo81,Ay-Te Te Fee,Clifton Chenier,4,196173,FALSE,0.487,0.424,10,-8.032,1,0.0325,0.0467,0.00592,0.458,0.567,98.791,blues
blues.00067.wav,3cHp7mwQ6AuCA9loBXi0Bw,All Night Long,Clifton Chenier,7,145533,FALSE,0.351,0.613,0,-9.84,1,0.123,0.647,0,0.348,0.794,161.255,blues
blues.00068.wav,3CJAmjsq6GWYOuAeVUo0A8,Opelousas Hop,Clifton Chenier,2,144800,FALSE,0.51,0.611,10,-10.78,1,0.11,0.866,0.000304,0.272,0.842,161.503,blues
blues.00070.wav,2Vp142YWfeDG2NQufQcul3,Think It Over,Clifton Chenier,8,146706,FALSE,0.764,0.512,5,-10.746,1,0.148,0.666,0,0.0992,0.967,145.502,blues
blues.00071.wav,0SZFLRIOqtExZbbIrpSz0l,Zodico Stomp,Clifton Chenier,23,132333,FALSE,0.585,0.662,10,-10.888,1,0.115,0.836,0.00689,0.17,0.844,146.514,blues
blues.00072.wav,71lvCTKvnxKzz7zD7IWI1u,The Cat's Dreamin',Clifton Chenier,10,128560,FALSE,0.536,0.335,7,-15.117,1,0.0338,0.864,0.00205,0.111,0.951,68.477,blues
blues.00073.wav,2ERlgnIKKUc5rOQKPHcN4B,I Bought a Racoon,Buckwheat Zydeco Ils Sont Partis,0,203333,FALSE,0.534,0.616,8,-10.549,1,0.042,0.689,4.31E-06,0.276,0.901,146.953,blues
blues.00074.wav,4dh9xNmgh61QJlL3A3oPio,"Bim Bam, Thank You Mam",Buckwheat Zydeco Ils Sont Partis,0,181373,FALSE,0.654,0.614,10,-11.884,0,0.0467,0.0653,1.25E-06,0.314,0.956,110.953,blues
blues.00075.wav,7xg0mUp7k1Q2ncW5PkmTx0,Ya Ya,Buckwheat Zydeco,27,216800,FALSE,0.925,0.532,0,-11.516,1,0.0589,0.0446,0.00971,0.0797,0.97,117.814,blues
blues.00077.wav,24cPLm73ooa7naX18LRWAw,On a Night Like This,Buckwheat Zydeco,33,152906,FALSE,0.746,0.815,0,-11.725,1,0.0355,0.0377,0.0004,0.166,0.977,147.023,blues
blues.00078.wav,6weNMs1Lms9cUz3xqan0mu,Hot Tamale Baby,Buckwheat Zydeco,17,247933,FALSE,0.549,0.987,10,-10.788,0,0.0424,0.0354,0.364,0.0561,0.706,122.609,blues
blues.00079.wav,30h6EaFtod8IVEdlQOtY59,Ma Tit Fille,Buckwheat Zydeco,27,411840,FALSE,0.496,0.945,8,-11.43,1,0.0745,0.0209,0.0241,0.0432,0.76,79.853,blues
blues.00080.wav,75lcxTev0D70fPWwVnhOZG,Hey Good Lookin',Buckwheat Zydeco,26,241906,FALSE,0.78,0.478,7,-14.138,0,0.0342,0.488,8.77E-05,0.0717,0.968,117.565,blues
blues.00081.wav,2xDn2vQdi2VP90mIqCWJex,Buck's Hot Rod,Buckwheat Zydeco,10,227560,FALSE,0.524,0.767,0,-9.411,1,0.129,0.383,0.686,0.171,0.864,103.178,blues
blues.00082.wav,76vqVcv1EnDoIrAQMy3PBg,Why Does Love Got To Be So Sad,Buckwheat Zydeco,5,283640,FALSE,0.375,0.734,2,-11.9,1,0.0856,0.162,2.26E-06,0.133,0.899,124.605,blues
blues.00083.wav,1gvlevfUNxTrhzTWEXfKpo,Drivin Old Grey,Buckwheat Zydeco,3,298866,FALSE,0.529,0.824,5,-14.806,1,0.06,0.000978,0.168,0.142,0.917,134.683,blues
blues.00084.wav,6toqfv0zhyHLAKpbBTGILk,Zydeco Honky Tonk,Buckwheat Zydeco,17,197733,FALSE,0.814,0.611,0,-12.097,0,0.0444,0.307,0.364,0.274,0.965,110.713,blues
blues.00085.wav,64hJgdAE9hUvGtW2Fe9ucX,Crow Jane,Hot Toddy,0,238293,FALSE,0.601,0.332,7,-11.089,1,0.0313,0.74,0.00416,0.122,0.551,142.376,blues
blues.00086.wav,09AeRLzMmwEVIPKsrbliub,Cross Cut Saw,Hot Toddy,0,196306,FALSE,0.872,0.209,5,-14.626,1,0.0653,0.759,0.0112,0.111,0.639,122.508,blues
blues.00087.wav,3cvb5DmgyLH3eb86HuCIcx,Right from the Start,Hot Toddy,0,143253,FALSE,0.645,0.287,1,-13.399,1,0.0353,0.855,1.91E-05,0.117,0.733,88.568,blues
blues.00088.wav,711gaiIHYVrTXdfalzAVC1,She's My Girl,Hot Toddy,0,169000,FALSE,0.605,0.309,5,-16.117,1,0.226,0.695,0.00344,0.276,0.564,86.926,blues
blues.00089.wav,08q23DKzK85CrufVEZiBq1,I Wish You Would,Hot Toddy,0,251613,FALSE,0.63,0.0311,4,-23.326,0,0.043,0.768,0.0185,0.111,0.264,108.431,blues
blues.00090.wav,2Y6dHYlONoyaxhCIziFejq,One More Night,Hot Toddy,0,179666,FALSE,0.554,0.27,9,-13.619,1,0.0675,0.562,7.20E-05,0.101,0.706,139.642,blues
blues.00091.wav,6qxYKbKC8IZ9S0yvzRbPV2,Rescue Me,Hot Toddy,0,292000,FALSE,0.539,0.157,4,-16.843,1,0.0447,0.67,0.0101,0.108,0.531,123.519,blues
blues.00092.wav,7DJn9jruGVJPSHQLmr07fP,Neighbors Land,Hot Toddy,0,259466,FALSE,0.608,0.0661,8,-20.948,0,0.064,0.786,0.00768,0.277,0.219,80.296,blues
blues.00093.wav,31Eo73E0N2OkCJ0UugJ6Z5,Mermaids Flirt With Me,Hot Toddy,0,307573,FALSE,0.293,0.0549,4,-24.672,1,0.0385,0.901,0.17,0.111,0.122,178.888,blues
blues.00094.wav,7zs5g3qy2kjrF4Z5tBAmov,My Babe,Hot Toddy,0,240600,FALSE,0.528,0.4,2,-10.89,1,0.0644,0.233,0.00862,0.0709,0.6,82.772,blues
blues.00095.wav,7kC6fNnZVcj4M6YRU46U2W,Down By the Riverside,Hot Toddy,0,175333,FALSE,0.503,0.345,9,-11.779,1,0.0738,0.826,0.000302,0.131,0.734,139.462,blues
blues.00096.wav,4oRzj9tSiW6mGKDc8ySojL,When You Go There,Quiet Resonance,0,573714,FALSE,0.303,0.54,2,-8.62,1,0.0329,0.836,0.719,0.148,0.0351,104.473,blues
blues.00097.wav,3A8cSoiXUncT0rs7zFyXOH,T-Bone Shuffle,Hot Toddy,0,206533,FALSE,0.596,0.484,9,-11.866,1,0.0566,0.798,0.145,0.117,0.315,118.635,blues
blues.00098.wav,6YGREHE5JCSWpkW82QWrv0,Iceman,Albert Collins,34,302733,FALSE,0.598,0.669,0,-11.402,1,0.0465,0.0634,0.126,0.11,0.777,110.16,blues
blues.00099.wav,11DWGpBm1d3xmspsjVVZ9x,Lights Are On but Nobody's Home (Remastered),Albert Collins,23,418080,FALSE,0.357,0.628,5,-6.66,1,0.0362,0.133,0.0601,0.235,0.457,173.497,blues
classical.00004.wav,3WSPAhMl2pQad29due09iL,"Canonic Trio in F, BWV 1040",,17,92000,FALSE,0.218,0.16,0,-21.204,1,0.0558,0.87,0.875,0.317,0.56,86.869,classical
classical.00006.wav,5SbxUCpCDVup6DIKr6CAXV,"Oboe Concerto in E-Flat, Wq 165: II. Adagio ma non troppo",,14,422306,FALSE,0.162,0.106,0,-22.004,0,0.0429,0.943,0.898,0.158,0.0702,91.587,classical
classical.00007.wav,4o8z5QwM3oejDt06fxucu3,"Oboe Concerto in E-Flat, Wq 165: III. Allegro ma non troppo",,15,346880,FALSE,0.341,0.0931,3,-21.105,1,0.0315,0.947,0.859,0.363,0.488,96.517,classical
classical.00008.wav,7kiKaYGnFkkPXzxYDiAJBV,"Oboe Concerto in B-Flat, Wq 164: I. Allegretto",,17,489946,FALSE,0.296,0.121,10,-19.42,1,0.046,0.919,0.853,0.178,0.361,130.6,classical
classical.00009.wav,12pcPa4Zo5XhJDZl0sMdcW,"Oboe Concerto in B-Flat, Wq 164: II. Largo e mesto",,17,428373,FALSE,0.187,0.0807,7,-22.602,0,0.0426,0.965,0.858,0.234,0.0432,149.485,classical
classical.00010.wav,6dUzwLYIOlhoWKSveI7lBm,"Oboe Concerto in B-Flat, Wq 164: III. Allegro moderato",,16,344200,FALSE,0.225,0.125,10,-19.221,1,0.0409,0.932,0.866,0.213,0.452,182.025,classical
classical.00011.wav,0pgK8oKuyX0mgo4zmWw00F,"Symphony No. 36 in C Major, K425 'Linz': I. Adagio: Allegro spiritoso",,12,670373,FALSE,0.371,0.126,0,-16.837,1,0.0394,0.95,0.827,0.147,0.244,81.17,classical
classical.00012.wav,6evV5t20lKsP8Hczy7fBpB,"Symphony No. 36 in C Major, K425 'Linz': II. Poco adagio",,40,418000,FALSE,0.209,0.0201,0,-25.308,1,0.0398,0.901,0.541,0.128,0.0843,94.452,classical
classical.00013.wav,4wi00MwdbadnWQxWkdRbpM,"Symphony No. 36 in C Major, K425 'Linz': III. Menuetto",,10,207000,FALSE,0.334,0.0143,0,-22.415,1,0.0373,0.959,0.844,0.186,0.325,130.026,classical
classical.00014.wav,3s0PW2DuiUfEC1oblXQsCe,"Symphony No. 36 in C, K. 425, ""Linz"": IV. Finale",,4,452373,FALSE,0.296,0.129,7,-17.82,1,0.0413,0.963,0.924,0.0343,0.354,79.005,classical
classical.00015.wav,0w1vtDOAeu7P1EqWrWXojx,"Symphony No. 38 in D Major, K504 'Prague': I. Adagio: Allegro",,0,744013,FALSE,0.36,0.147,2,-16.006,1,0.0404,0.96,0.886,0.0768,0.185,77.521,classical
classical.00016.wav,33aUiqRG8lVblLD0RMaJ5y,"Symphony No. 38 in D Major, K504 'Prague': II. Andante",,0,553426,FALSE,0.278,0.0235,7,-23.597,1,0.041,0.983,0.709,0.118,0.0844,135.563,classical
classical.00017.wav,5A4AgM95Wv7tn4cMoLzOHu,"Symphony No. 38 in D, K. 504, ""Prague"": III. Finale",,0,347245,FALSE,0.38,0.0578,2,-23.58,1,0.0358,0.952,0.779,0.117,0.379,90.664,classical
classical.00019.wav,4L6mvL5h21RRsptuKio4F8,"Symphony No. 39 in E Flat Major, K543: II. Andante con moto",,12,457988,FALSE,0.247,0.0178,8,-26.567,1,0.0408,0.974,0.358,0.103,0.118,105.088,classical
classical.00020.wav,3iQGWjV5GQ63obPnqaf2lD,"Symphony No. 39 in E Flat Major, K543: III. Menuetto",,11,252558,FALSE,0.343,0.0532,3,-20.313,1,0.0346,0.967,0.798,0.0759,0.59,165,classical
classical.00021.wav,4X0sMtOYAByrok7ljJ2lrU,"Symphony No. 39 in E-Flat, K. 543: IV. Finale",,12,493294,FALSE,0.477,0.232,3,-19.138,1,0.0384,0.964,0.884,0.304,0.319,133.756,classical
classical.00022.wav,1vWwcdonLSjlbBLrRlVdUT,"Symphony No. 40 in G Minor, K.550: I. Molto allegro",,12,469958,FALSE,0.358,0.208,7,-16.02,0,0.0365,0.912,0.869,0.0745,0.22,107.266,classical
classical.00023.wav,5ueT5KlzfoG4q6Q3D00zTE,"Symphony No. 40 in G Minor, K.550: II. Andante",,11,738075,FALSE,0.341,0.0144,3,-20.773,1,0.041,0.946,0.252,0.103,0.0761,123.601,classical
classical.00024.wav,1LSeYmrXw175Ww3P385RCE,"Symphony No. 40 in G Minor, K.550: III. Menuetto",,10,270321,FALSE,0.325,0.101,7,-16.417,1,0.047,0.956,0.952,0.106,0.368,175.782,classical
classical.00025.wav,6RagzoRFXmR7sF5hxgAEpF,"Symphony No. 40 in G Minor, K. 550: IV. Finale",,7,416698,FALSE,0.373,0.23,7,-17.491,0,0.039,0.977,0.894,0.0587,0.352,132.878,classical
classical.00026.wav,1J0PE0A8LnIfERY0G2LPIx,"Symphony No. 41 in C, K.551 'Jupiter': I. Allegro vivace",,7,738066,FALSE,0.351,0.145,0,-18.149,1,0.0445,0.961,0.863,0.0839,0.265,72.231,classical
classical.00029.wav,4IZgQ2K2P25rzK2JpB4iVV,"Symphony No. 41 in C Major, K. 551, 'Jupiter': IV. Molto allegro",,0,516492,FALSE,0.335,0.411,0,-13.297,1,0.0357,0.948,0.901,0.0389,0.386,140.968,classical
classical.00030.wav,26RSkQHjdW4LJkSulutKxF,"Quartet In G Minor for Strings, Op. 10/I. Animé Et Très Décidé",,1,398600,FALSE,0.21,0.13,3,-20.125,1,0.046,0.944,0.798,0.0959,0.117,84.667,classical
classical.00031.wav,7LBJq7x5egGaaF8NkWMVq7,"String Quartet in G Minor, Op. 10, L. 85: II. Assez vif et bien rythmé",,32,243773,FALSE,0.396,0.136,5,-22.433,0,0.0421,0.889,0.788,0.134,0.375,166.793,classical
classical.00032.wav,4aEUz0NUoDu8N2TlPptKPz,"Quartet In G Minor for Strings, Op. 10/III. Andantino, Doucement Expressif",,1,489240,FALSE,0.167,0.0167,6,-30.134,1,0.0512,0.947,0.463,0.241,0.0359,83.313,classical
classical.00033.wav,0geMH8pJ5HHWo9t62F0XWS,"Quartet In G Minor for Strings, Op. 10/IV. Très Modéré- Très Mouvementé Et Avec Passion- Très Animé- Très Vií",,0,445533,FALSE,0.284,0.124,7,-22.47,1,0.049,0.937,0.682,0.2,0.0517,123.126,classical
classical.00034.wav,4kB0vhb5tHalnfZoc8NHwX,Quartet In F Major for Strings: I. Allegro Moderato. Très Doux,,1,537533,FALSE,0.213,0.107,5,-23.882,1,0.0523,0.952,0.871,0.232,0.0618,79.413,classical
classical.00035.wav,4Nu70VTxRc3KdupqHKELAA,Quartet In F Major for Strings: II. Assez Vif - Très Rythmé,,1,391826,FALSE,0.278,0.0618,5,-25.322,1,0.0427,0.937,0.64,0.0929,0.118,82.909,classical
classical.00036.wav,7029jrbjC4JTLZ6B2ll4k4,Quartet In F Major for Strings/III. Très Lent,,0,559866,FALSE,0.0972,0.0327,6,-29.256,1,0.0502,0.96,0.343,0.185,0.0351,63.689,classical
classical.00037.wav,3FWOLJYcvgHH2jQpHzQ5il,Quartet In F Major for Strings: IV. Vif Et Agité,,0,304053,FALSE,0.242,0.121,5,-20.653,1,0.0444,0.879,0.818,0.219,0.144,166.42,classical
classical.00038.wav,0sstCTh0TJKuM13SD5atfk,Ainsi la Nuit for String Quartet/I. Nocturne,,0,167706,FALSE,0.298,0.085,0,-23.16,0,0.0437,0.969,0.719,0.386,0.0387,94.33,classical
